订单号,订单重量(t),坯料钢种,订单直径(mm),订单定尺(mm),所有密度为9.86 g/cm^3
A20264385,30.505,GC-5,32.00 ,5330,
A20264386,18.316,GC-5,32.00 ,5330,
A20264387,68.211,GC-5,32.00 ,5080,
A20264388,38.945,GC-5,32.00 ,5080,
A20264389,22.178,GC-5,32.00 ,6100,
A20264390,52.940,GC-5,32.00 ,4900,
A20264391,92.400,GC-5,32.00 ,4900,
A20264392,22.360,GC-5,32.00 ,5300,
A20264393,142.100,GC-5,32.00 ,4901,
A20264394,72.025,GC-5,32.00 ,4901,
A20264395,38.957,GC-5,32.00 ,4750,
A20264396,33.793,GC-5,32.00 ,4525,
A20264397,125.240,GC-5,32.00 ,4780,
A20264398,55.229,GC-5,32.00 ,4900,
A20264399,22.148,GC-5,32.00 ,4950,
A20264400,96.331,GC-5,32.00 ,5400,
A20264401,51.070,GC-5,32.00 ,5400,
A20264402,50.974,GC-5,32.00 ,5400,
A20264403,30.680,GC-5,32.00 ,5400,
A20264404,75.700,GC-5,38.00 ,6400,
A20264405,51.000,GC-5,38.00 ,6400,
A20264406,44.119,GC-5,38.00 ,6400,
A20264407,26.246,GC-5,38.00 ,6400,
A20264408,17.578,GC-5,38.00 ,4901,
A20264409,22.405,GC-5,38.00 ,4901,
A20264410,22.312,GC-5,38.00 ,6400,
A20264411,29.594,GC-5,38.00 ,5900,
A20264412,60.386,GC-5,38.00 ,4900,
A20264413,48.530,GC-5,38.00 ,4900,
A20264414,48.526,GC-5,38.00 ,4900,
A20264415,79.354,GC-5,38.00 ,4900,
A20264416,63.534,GC-5,38.00 ,4901,
A20264417,71.110,GC-5,38.00 ,4901,
A20264418,35.368,GC-5,38.00 ,6400,
A20264419,52.623,GC-5,38.00 ,4900,
A20264420,19.960,GC-5,38.00 ,4900,
A20264421,34.160,GC-5,38.00 ,4900,
A20264422,35.358,GC-5,38.00 ,4900,
A20264423,16.080,GC-5,38.00 ,4900,
A20264424,34.364,GC-5,38.00 ,4900,
A20264425,72.190,GC-5,38.00 ,4900,
A20264426,73.631,GC-5,38.00 ,4900,
A20264427,100.935,GC-5,38.00 ,6400,
A20264428,45.725,GC-5,38.00 ,4900,
A20264429,138.900,GC-5,38.00 ,4900,
A20264430,138.910,GC-5,38.00 ,4900,
A20264431,138.950,GC-5,38.00 ,4900,
A20264432,138.920,GC-5,38.00 ,4500,
A20264433,138.890,GC-5,38.00 ,8150,
A20264434,34.934,GC-5,38.00 ,7200,
A20264435,69.800,GC-5,38.00 ,7080,
A20264436,22.178,GC-5,38.00 ,4900,
A20264437,45.434,GC-5,38.00 ,4900,
A20264438,27.986,GC-5,38.00 ,4900,
A20264439,27.980,GC-5,38.00 ,4900,
A20264440,21.946,GC-5,38.00 ,4900,
A20264441,21.964,GC-5,38.00 ,4900,
A20264442,51.930,GC-5,38.00 ,4900,
A20264443,22.000,GC-5,38.00 ,4900,
A20264444,21.974,GC-5,38.00 ,4900,
A20264445,82.020,GC-5,38.00 ,4900,
A20264446,40.066,GC-5,38.00 ,4900,
A20264447,22.020,GC-5,38.00 ,4900,
A20264448,52.006,GC-5,38.00 ,4900,
A20264449,52.074,GC-5,38.00 ,4900,
A20264450,21.986,GC-5,38.00 ,4900,
A20264451,33.994,GC-5,38.00 ,4900,
A20264452,22.000,GC-5,38.00 ,4900,
A20264453,93.540,GC-5,38.00 ,4900,
A20264454,73.614,GC-5,42.00 ,4900,
A20264455,51.169,GC-5,42.00 ,4900,
A20264456,17.546,GC-5,42.00 ,4900,
A20264457,34.720,GC-5,42.00 ,4900,
A20264458,30.316,GC-5,42.00 ,4900,
A20264459,26.430,GC-5,42.00 ,4900,
A20264460,104.770,GC-5,42.00 ,4900,
A20264461,49.660,GC-5,42.00 ,4900,
A20264462,41.738,GC-5,42.00 ,7400,
A20264463,120.560,GC-5,42.00 ,6600,
A20264464,136.180,GC-5,42.00 ,6300,
A20264465,136.240,GC-5,42.00 ,10900,
A20264466,89.108,GC-5,42.00 ,11000,
A20264467,83.930,GC-5,42.00 ,8970,
A20264468,125.060,GC-5,42.00 ,8970,
A20264469,141.600,GC-5,42.00 ,8100,
A20264470,125.220,GC-5,42.00 ,8780,
A20264471,108.928,GC-5,42.00 ,9340,
A20264472,108.934,GC-5,42.00 ,9340,
A20264473,109.024,GC-5,42.00 ,9340,
A20264474,26.516,GC-5,42.00 ,10000,
A20264475,125.420,GC-5,42.00 ,10060,
A20264476,22.172,GC-5,42.00 ,10060,
A20264477,142.080,GC-5,42.00 ,5300,
A20264478,142.040,GC-5,42.00 ,5300,
A20264479,125.540,GC-5,42.00 ,5200,
A20264480,100.618,GC-5,42.00 ,4900,
A20264481,34.722,GC-5,42.00 ,4900,
A20264482,125.700,GC-5,42.00 ,4900,
A20264483,125.480,GC-5,42.00 ,3800,
A20264484,38.889,GC-5,42.00 ,4600,
A20264485,96.671,GC-5,42.00 ,4900,
A20264486,141.820,GC-5,42.00 ,4900,
A20264487,36.488,GC-5,42.00 ,6000,
A20264488,34.670,GC-5,42.00 ,4900,
A20264489,126.060,GC-5,42.00 ,4900,
A20264490,17.540,GC-5,42.00 ,6400,
A20264491,36.397,GC-5,42.00 ,6400,
A20264492,41.905,GC-5,42.00 ,4900,
A20264493,34.852,GC-5,42.00 ,4900,
A20264494,79.710,GC-5,42.00 ,4900,
A20264495,13.370,GC-5,42.00 ,4900,
A20264496,42.776,GC-5,42.00 ,4900,
A20264497,67.054,GC-5,42.00 ,4900,
A20264498,48.178,GC-5,42.00 ,6400,
A20264499,41.815,GC-5,42.00 ,4900,
A20264500,95.387,GC-5,42.00 ,4900,
A20264501,107.440,GC-5,42.00 ,4901,
A20264502,46.273,GC-5,42.00 ,4901,
A20264503,22.168,GC-5,42.00 ,4901,
A20264504,22.187,GC-5,42.00 ,6400,
A20264505,28.267,GC-5,42.00 ,6400,
A20264506,22.178,GC-5,42.00 ,6400,
A20264507,46.534,GC-5,42.00 ,6400,
A20264508,34.336,GC-5,42.00 ,6400,
A20264509,22.168,GC-5,42.00 ,6400,
A20264510,46.500,GC-5,42.00 ,5550,
A20264511,52.588,GC-5,42.00 ,6700,
A20264512,22.560,GC-5,42.00 ,5900,
A20264513,41.605,GC-5,42.00 ,5700,
A20264514,34.328,GC-5,42.00 ,4900,
A20264515,58.387,GC-5,42.00 ,4900,
A20264516,70.480,GC-5,42.00 ,4900,
A20264517,38.952,GC-5,42.00 ,4900,
A20264518,143.311,GC-5,42.00 ,4900,
A20264519,28.276,GC-5,42.00 ,7400,
A20264520,46.575,GC-5,42.00 ,6600,
A20264521,22.192,GC-5,42.00 ,6300,
A20264522,46.229,GC-5,42.00 ,10900,
A20264523,25.162,GC-5,42.00 ,11000,
A20264524,41.496,GC-5,42.00 ,8970,
A20264525,21.960,GC-5,42.00 ,8970,
A20264526,33.993,GC-5,42.00 ,8100,
A20264527,33.967,GC-5,42.00 ,8780,
A20264528,45.960,GC-5,42.00 ,9340,
A20264529,21.986,GC-5,42.00 ,9340,
A20264530,27.960,GC-5,42.00 ,9340,
A20264531,21.946,GC-5,42.00 ,10000,
A20264532,87.874,GC-5,42.00 ,10060,
A20264533,75.666,GC-5,42.00 ,10060,
A20264534,81.693,GC-5,42.00 ,5300,
A20264535,22.026,GC-5,42.00 ,5300,
A20264536,40.021,GC-5,42.00 ,5200,
A20264537,64.033,GC-5,42.00 ,4900,
A20264538,21.960,GC-5,42.00 ,4900,
A20264539,52.020,GC-5,42.00 ,4900,
A20264540,16.013,GC-5,42.00 ,3800,
A20264541,40.027,GC-5,42.00 ,4600,
A20264542,22.010,GC-6,37.00 ,4900,
A20264543,40.010,GC-6,37.00 ,4900,
A20264544,64.060,GC-6,37.00 ,6000,
A20264545,22.014,GC-6,37.00 ,4900,
A20264546,70.040,GC-6,37.00 ,4900,
A20264547,28.020,GC-6,37.00 ,6400,
A20264548,22.000,GC-6,37.00 ,6400,
A20264549,75.960,GC-6,37.00 ,4900,
A20264550,22.026,GC-6,37.00 ,4900,
A20264551,34.014,GC-6,37.00 ,4900,
A20264552,51.960,GC-6,37.00 ,4900,
A20264553,21.926,GC-6,37.00 ,4900,
A20264554,34.014,GC-6,37.00 ,4900,
A20264555,22.006,GC-6,37.00 ,6400,
A20264556,39.985,GC-6,37.00 ,4900,
A20264557,89.700,GC-6,37.00 ,4900,
A20264558,121.580,GC-6,37.00 ,4901,
A20264559,27.849,GC-6,37.00 ,4901,
A20264560,22.040,GC-6,37.00 ,4901,
A20264561,94.080,GC-6,37.00 ,6400,
A20264562,21.920,GC-6,37.00 ,6400,
A20264563,27.840,GC-6,37.00 ,6400,
A20264564,16.113,GC-6,37.00 ,6400,
A20264565,57.844,GC-6,37.00 ,6400,
A20264566,45.690,GC-6,37.00 ,6400,
A20264567,22.014,GC-6,37.00 ,5550,
A20264568,39.940,GC-6,37.00 ,6700,
A20264569,40.059,GC-6,37.00 ,5900,
A20264570,52.300,GC-6,37.00 ,5700,
A20264571,25.045,GC-6,37.00 ,4900,
A20264572,45.080,GC-6,37.00 ,4900,
A20264573,105.640,GC-6,37.00 ,4900,
A20264574,53.868,GC-6,37.00 ,6400,
A20264575,22.282,GC-6,37.00 ,4750,
A20264576,21.385,GC-6,37.00 ,4900,
A20264577,36.537,GC-6,37.00 ,6100,
A20264578,129.980,GC-6,37.00 ,4550,
A20264579,129.860,GC-6,37.00 ,5270,
A20264580,129.940,GC-6,37.00 ,4900,
A20264581,39.968,GC-6,37.00 ,4900,
A20264582,21.841,GC-6,37.00 ,4900,
A20264583,16.489,GC-6,37.00 ,4900,
A20264584,61.389,GC-6,37.00 ,4900,
A20264585,61.116,GC-6,37.00 ,4900,
A20264586,34.288,GC-6,37.00 ,4900,
A20264587,41.615,GC-6,37.00 ,6900,
A20264588,72.649,GC-6,37.00 ,4150,
A20264589,67.862,GC-6,37.00 ,4900,
A20264590,67.858,GC-6,37.00 ,6100,
A20264591,59.464,GC-6,37.00 ,6100,
A20264592,59.464,GC-6,37.00 ,6100,
A20264593,25.804,GC-6,37.00 ,6100,
A20264594,102.488,GC-6,37.00 ,6150,
A20264595,91.944,GC-6,37.00 ,4450,
A20264596,34.588,GC-6,37.00 ,4900,
A20264597,16.363,GC-6,37.00 ,4600,
A20264598,59.060,GC-6,37.00 ,5400,
A20264599,89.920,GC-6,37.00 ,4900,
A20264600,25.084,GC-6,37.00 ,4900,
A20264601,58.720,GC-6,37.00 ,7900,
A20264602,71.791,GC-6,37.00 ,4901,
A20264603,51.530,GC-6,37.00 ,4900,
A20264604,77.792,GC-6,37.00 ,4900,
A20264605,22.441,GC-6,37.00 ,6400,
A20264606,100.152,GC-6,37.00 ,6400,
A20264607,26.388,GC-6,37.00 ,7900,
A20264608,13.853,GC-6,37.00 ,7900,
A20264609,29.265,GC-6,37.00 ,7900,
A20264610,133.500,GC-6,37.00 ,4900,
A20264611,29.270,GC-6,37.00 ,4900,
A20264612,108.332,GC-6,37.00 ,6360,
A20264613,22.291,GC-6,37.00 ,6070,
A20264614,22.262,GC-6,37.00 ,6140,
A20264615,34.350,GC-6,37.00 ,6200,
A20264616,71.160,GC-6,37.00 ,6200,
A20264617,58.930,GC-6,37.00 ,5840,
A20264618,58.960,GC-6,37.00 ,6100,
A20264619,55.364,GC-6,37.00 ,7900,
A20264620,40.646,GC-6,37.00 ,4900,
A20264621,22.261,GC-6,37.00 ,6400,
A20264622,35.028,GC-6,37.00 ,6400,
A20264623,101.370,GC-6,37.00 ,6400,
A20264624,34.876,GC-6,37.00 ,4900,
A20264625,52.931,GC-6,37.00 ,6550,
A20264626,40.665,GC-6,37.00 ,6550,
A20264627,65.204,GC-6,37.00 ,6550,
A20264628,40.360,GC-6,37.00 ,6250,
A20264629,34.600,GC-6,37.00 ,6250,
A20264630,34.373,GC-6,37.00 ,6650,
A20264631,40.400,GC-6,37.00 ,6650,
A20264632,46.540,GC-6,37.00 ,6650,
A20264633,34.347,GC-6,37.00 ,6650,
A20264634,21.851,GC-7,52.00 ,4700,
A20264635,25.728,GC-7,52.00 ,6800,
A20264636,37.516,GC-7,52.00 ,6400,
A20264637,35.512,GC-7,52.00 ,6400,
A20264638,101.224,GC-7,52.00 ,3900,
A20264639,30.730,GC-7,52.00 ,4900,
A20264640,73.310,GC-7,52.00 ,4900,
A20264641,16.293,GC-7,52.00 ,4900,
A20264642,47.749,GC-7,52.00 ,4900,
A20264643,22.586,GC-7,52.00 ,10680,
A20264644,84.628,GC-7,52.00 ,4700,
A20264645,30.680,GC-7,52.00 ,4950,
A20264646,48.273,GC-7,52.00 ,6100,
A20264647,48.280,GC-7,52.00 ,6100,
A20264648,60.487,GC-7,52.00 ,6100,
A20264649,122.397,GC-7,52.00 ,6100,
A20264650,16.423,GC-7,52.00 ,6100,
A20264651,144.800,GC-7,52.00 ,6100,
A20264652,129.900,GC-7,52.00 ,6100,
A20264653,99.880,GC-7,52.00 ,5018,
A20264654,21.253,GC-7,52.00 ,6100,
A20264655,39.960,GC-7,52.00 ,6100,
A20264656,22.642,GC-7,52.00 ,4900,
A20264657,16.094,GC-7,52.00 ,5000,
A20264658,45.433,GC-7,52.00 ,5000,
A20264659,49.510,GC-7,52.00 ,5000,
A20264660,49.984,GC-7,52.00 ,5100,
A20264661,44.986,GC-7,52.00 ,5200,
A20264662,29.089,GC-7,52.00 ,5200,
A20264663,64.800,GC-7,52.00 ,6400,
A20264664,22.180,GC-7,52.00 ,6400,
A20264665,52.637,GC-7,52.00 ,6400,
A20264666,118.787,GC-7,52.00 ,6400,
A20264667,100.012,GC-7,52.00 ,6400,
A20264668,40.008,GC-7,52.00 ,6400,
A20264669,130.120,GC-7,52.00 ,6400,
A20264670,85.310,GC-7,52.00 ,4900,
A20264671,32.590,GC-7,52.00 ,4900,
A20264672,24.852,GC-7,52.00 ,6400,
A20264673,24.852,GC-7,52.00 ,4900,
A20264674,24.852,GC-7,52.00 ,4900,
A20264675,24.852,GC-7,52.00 ,4900,
A20264676,54.542,GC-7,52.00 ,4900,
A20264677,63.327,GC-7,52.00 ,4900,
A20264678,29.590,GC-7,52.00 ,4900,
A20264679,36.663,GC-7,52.00 ,6400,
A20264680,28.740,GC-7,52.00 ,7750,
A20264681,28.740,GC-7,52.00 ,7750,
A20264682,28.740,GC-7,52.00 ,7750,
A20264683,66.220,GC-7,52.00 ,7750,
A20264684,16.425,GC-7,52.00 ,7750,
A20264685,95.400,GC-7,52.00 ,7750,
A20264686,138.130,GC-7,52.00 ,7750,
A20264687,58.784,GC-7,52.00 ,7750,
A20264688,83.176,GC-7,52.00 ,4900,
A20264689,34.580,GC-7,52.00 ,4900,
A20264690,28.435,GC-7,52.00 ,4900,
A20264691,65.305,GC-7,52.00 ,7000,
A20264692,40.455,GC-7,52.00 ,5900,
A20264693,40.455,GC-7,52.00 ,4400,
A20264694,40.415,GC-7,52.00 ,7000,
A20264695,46.498,GC-7,52.00 ,7000,
A20264696,22.180,GC-7,52.00 ,5900,
A20264697,40.168,GC-7,52.00 ,7000,
A20264698,43.947,GC-7,52.00 ,7000,
A20264699,23.156,GC-7,52.00 ,7000,
A20264700,44.529,GC-7,52.00 ,7000,
A20264701,55.400,GC-7,52.00 ,7000,
A20264702,59.348,GC-7,52.00 ,7000,
A20264703,20.576,GC-7,52.00 ,5900,
A20264704,70.827,GC-7,52.00 ,5900,
A20264705,40.385,GC-7,52.00 ,5900,
A20264706,40.385,GC-7,52.00 ,5900,
A20264707,40.385,GC-7,52.00 ,5900,
A20264708,22.182,GC-7,52.00 ,8050,
A20264709,22.191,GC-7,52.00 ,8050,
A20264710,34.328,GC-7,52.00 ,5900,
A20264711,55.584,GC-7,52.00 ,4900,
A20264712,34.870,GC-7,52.00 ,4900,
A20264713,30.725,GC-7,52.00 ,4900,
A20264714,49.984,GC-7,52.00 ,4900,
A20264715,30.050,GC-7,52.00 ,4900,
A20264716,45.378,GC-7,52.00 ,4900,
A20264717,15.826,GC-7,52.00 ,4900,
A20264718,16.065,GC-7,52.00 ,4900,
A20264719,110.100,GC-7,52.00 ,4900,
A20264720,22.610,GC-7,52.00 ,4900,
A20264721,58.683,GC-7,52.00 ,6100,
A20264722,26.492,GC-7,52.00 ,6100,
A20264723,51.290,GC-7,52.00 ,6100,
A20264724,51.290,GC-7,52.00 ,6100,
A20264725,43.040,GC-7,52.00 ,6100,
A20264726,47.170,GC-7,52.00 ,6100,
A20264727,62.444,GC-7,52.00 ,6100,
A20264728,72.288,GC-7,52.00 ,5060,
A20264729,30.722,GC-7,52.00 ,5060,
A20264730,76.320,GC-7,52.00 ,7240,
A20264731,30.725,GC-7,52.00 ,6100,
A20264732,59.188,GC-7,52.00 ,6100,
A20264733,50.990,GC-7,52.00 ,6100,
A20264734,48.280,GC-7,52.00 ,6100,
A20264735,48.280,GC-7,52.00 ,4900,
A20264736,124.830,GC-7,52.00 ,4900,
A20264737,29.128,GC-7,52.00 ,4900,
A20264738,143.730,GC-7,52.00 ,4900,
A20264739,86.488,GC-7,52.00 ,5600,
A20264740,22.560,GC-7,52.00 ,5600,
A20264741,26.588,GC-7,52.00 ,11400,
A20264742,26.588,GC-7,52.00 ,4900,
A20264743,34.882,GC-7,52.00 ,4900,
A20264744,47.305,GC-8,52.00 ,8280,
A20264745,80.533,GC-8,52.00 ,8280,
A20264746,55.647,GC-8,52.00 ,4900,
A20264747,72.160,GC-8,52.00 ,4900,
A20264748,30.720,GC-8,52.00 ,4900,
A20264749,80.456,GC-8,52.00 ,4900,
A20264750,63.768,GC-8,52.00 ,4900,
A20264751,34.882,GC-8,52.00 ,4500,
A20264752,41.465,GC-8,52.00 ,4500,
A20264753,16.253,GC-8,52.00 ,4700,
A20264754,36.805,GC-8,52.00 ,4900,
A20264755,53.340,GC-8,52.00 ,5150,
A20264756,33.658,GC-8,52.00 ,4900,
A20264757,41.250,GC-8,52.00 ,5360,
A20264758,68.930,GC-8,52.00 ,8230,
A20264759,89.703,GC-8,52.00 ,11050,
A20264760,46.795,GC-8,52.00 ,8400,
A20264761,22.268,GC-8,52.00 ,6780,
A20264762,70.720,GC-8,52.00 ,7960,
A20264763,44.135,GC-8,52.00 ,6840,
A20264764,36.565,GC-8,52.00 ,9000,
A20264765,44.155,GC-8,52.00 ,8900,
A20264766,63.807,GC-8,52.00 ,6400,
A20264767,54.450,GC-8,52.00 ,4900,
A20264768,120.320,GC-8,52.00 ,4900,
A20264769,138.690,GC-8,52.00 ,4900,
A20264770,138.710,GC-8,52.00 ,4900,
A20264771,83.520,GC-8,52.00 ,4900,
A20264772,87.843,GC-8,52.00 ,4500,
A20264773,16.152,GC-8,52.00 ,5400,
A20264774,25.819,GC-8,52.00 ,4900,
A20264775,22.224,GC-8,52.00 ,4900,
A20264776,22.220,GC-8,52.00 ,4900,
A20264777,22.220,GC-8,52.00 ,6900,
A20264778,28.360,GC-8,52.00 ,4900,
A20264779,28.333,GC-8,52.00 ,5900,
A20264780,28.327,GC-8,52.00 ,5900,
A20264781,25.861,GC-8,52.00 ,5900,
A20264782,58.648,GC-8,52.00 ,6900,
A20264783,22.224,GC-8,52.00 ,6900,
A20264784,28.231,GC-8,52.00 ,7000,
A20264785,28.234,GC-8,52.00 ,7000,
A20264786,41.485,GC-8,52.00 ,7000,
A20264787,35.188,GC-8,52.00 ,7000,
A20264788,50.020,GC-8,52.00 ,7000,
A20264789,110.020,GC-8,52.00 ,7000,
A20264790,50.020,GC-8,52.00 ,7000,
A20264791,20.020,GC-8,52.00 ,7000,
A20264792,25.020,GC-8,52.00 ,7000,
A20264793,45.040,GC-8,52.00 ,7000,
A20264794,34.965,GC-8,52.00 ,5900,
A20264795,16.140,GC-8,52.00 ,5900,
A20264796,34.955,GC-8,52.00 ,5900,
A20264797,25.000,GC-8,52.00 ,5900,
A20264798,24.960,GC-8,52.00 ,5900,
A20264799,54.935,GC-8,52.00 ,5900,
A20264800,49.500,GC-8,52.00 ,5900,
A20264801,33.568,GC-8,52.00 ,5900,
A20264802,25.712,GC-8,52.00 ,5900,
A20264803,109.980,GC-8,52.00 ,5900,
A20264804,41.246,GC-8,52.00 ,5900,
A20264805,22.514,GC-8,52.00 ,5900,
A20264806,84.960,GC-8,52.00 ,5900,
A20264807,35.040,GC-8,52.00 ,5900,
A20264808,75.095,GC-8,52.00 ,5900,
A20264809,47.777,GC-8,52.00 ,4900,
A20264810,22.626,GC-8,52.00 ,4900,
A20264811,28.939,GC-8,52.00 ,6400,
A20264812,29.500,GC-8,52.00 ,5400,
A20264813,39.358,GC-8,52.00 ,5900,
A20264814,29.880,GC-8,52.00 ,5900,
A20264815,44.805,GC-8,52.00 ,5900,
A20264816,30.735,GC-8,52.00 ,5900,
A20264817,22.441,GC-8,52.00 ,5900,
A20264818,29.089,GC-8,52.00 ,5900,
A20264819,29.079,GC-8,52.00 ,5900,
A20264820,29.020,GC-8,52.00 ,7000,
A20264821,29.947,GC-8,52.00 ,6900,
A20264822,24.996,GC-8,52.00 ,6900,
A20264823,79.976,GC-8,52.00 ,5900,
A20264824,65.022,GC-8,52.00 ,4900,
A20264825,22.150,GC-8,52.00 ,4900,
A20264826,46.450,GC-8,52.00 ,4900,
A20264827,22.300,GC-8,52.00 ,4901,
A20264828,40.750,GC-8,52.00 ,4901,
A20264829,40.555,GC-8,52.00 ,7900,
A20264830,71.110,GC-9,36.00 ,4940,
A20264831,40.407,GC-9,36.00 ,4900,
A20264832,43.168,GC-9,36.00 ,4900,
A20264833,30.722,GC-9,36.00 ,4900,
A20264834,18.294,GC-9,36.00 ,4900,
A20264835,29.020,GC-9,36.00 ,4900,
A20264836,35.026,GC-9,36.00 ,5970,
A20264837,19.974,GC-9,36.00 ,5970,
A20264838,19.986,GC-9,36.00 ,5900,
A20264839,29.984,GC-9,36.00 ,5700,
A20264840,19.910,GC-9,36.00 ,5220,
A20264841,14.965,GC-9,36.00 ,4900,
A20264842,64.905,GC-9,36.00 ,4901,
A20264843,29.940,GC-9,36.00 ,4901,
A20264844,69.940,GC-9,36.00 ,4901,
A20264845,55.702,GC-9,36.00 ,4901,
A20264846,111.005,GC-9,36.00 ,4901,
A20264847,69.785,GC-9,36.00 ,6400,
A20264848,37.175,GC-9,36.00 ,6400,
A20264849,26.247,GC-9,36.00 ,5000,
A20264850,142.520,GC-9,36.00 ,5000,
A20264851,60.480,GC-9,36.00 ,4600,
A20264852,30.045,GC-9,36.00 ,6350,
A20264853,24.955,GC-9,36.00 ,6350,
A20264854,50.100,GC-9,36.00 ,10900,
A20264855,45.070,GC-9,36.00 ,6540,
A20264856,45.070,GC-9,36.00 ,4900,
A20264857,22.150,GC-9,36.00 ,4901,
A20264858,29.032,GC-9,36.00 ,4901,
A20264859,30.735,GC-9,36.00 ,4901,
A20264860,30.735,GC-9,36.00 ,4900,
A20264861,22.291,GC-9,36.00 ,4900,
A20264862,18.280,GC-9,36.00 ,6400,
A20264863,34.882,GC-9,36.00 ,6400,
A20264864,47.677,GC-9,36.00 ,6400,
A20264865,15.383,GC-9,36.00 ,6400,
A20264866,43.160,GC-9,36.00 ,4900,
A20264867,38.945,GC-9,36.00 ,4900,
A20264868,22.278,GC-9,36.00 ,5995,
A20264869,52.973,GC-9,36.00 ,5330,
A20264870,35.376,GC-9,36.00 ,5330,
A20264871,41.720,GC-9,36.00 ,5080,
A20264872,22.748,GC-9,36.00 ,5080,
A20264873,28.455,GC-9,36.00 ,6100,
A20264874,20.543,GC-9,36.00 ,4900,
A20264875,89.430,GC-9,36.00 ,4900,
A20264876,28.915,GC-9,36.00 ,5300,
A20264877,129.719,GC-9,36.00 ,4901,
A20264878,24.955,GC-9,36.00 ,4901,
A20264879,24.985,GC-9,36.00 ,4750,
A20264880,14.995,GC-9,36.00 ,4525,
A20264881,29.970,GC-9,36.00 ,4780,
A20264882,90.080,GC-9,36.00 ,4900,
A20264883,70.040,GC-9,36.00 ,4950,
A20264884,35.020,GC-9,36.00 ,5400,
A20264885,45.020,GC-9,36.00 ,5400,
A20264886,54.995,GC-9,36.00 ,5400,
A20264887,34.935,GC-9,36.00 ,5400,
A20264888,30.040,GC-9,36.00 ,6400,
A20264889,30.080,GC-9,36.00 ,6400,
A20264890,123.560,GC-9,36.00 ,6400,
A20264891,100.881,GC-9,36.00 ,6400,
A20264892,39.029,GC-9,36.00 ,4901,
A20264893,47.327,GC-9,36.00 ,4901,
A20264894,18.288,GC-9,36.00 ,6400,
A20264895,55.584,GC-9,36.00 ,5900,
A20264896,55.496,GC-9,36.00 ,4900,
A20264897,48.064,GC-9,36.00 ,4900,
A20264898,29.036,GC-9,36.00 ,4900,
A20264899,26.540,GC-9,36.00 ,4900,
A20264900,26.544,GC-9,36.00 ,4901,
A20264901,22.218,GC-9,36.00 ,4901,
A20264902,22.218,GC-9,36.00 ,6400,
A20264903,28.507,GC-9,36.00 ,4900,
A20264904,15.288,GC-9,36.00 ,4900,
A20264905,28.325,GC-9,36.00 ,4900,
A20264906,28.322,GC-9,36.00 ,4900,
A20264907,22.150,GC-9,36.00 ,4900,
A20264908,23.156,GC-9,36.00 ,4900,
A20264909,34.882,GC-9,36.00 ,4900,
A20264910,22.295,GC-9,36.00 ,4900,
A20264911,30.465,GC-9,36.00 ,6400,
A20264912,22.282,GC-9,36.00 ,4900,
A20264913,25.787,GC-9,36.00 ,4900,
A20264914,95.660,GC-9,36.00 ,4900,
A20264915,46.768,GC-9,36.00 ,4900,
A20264916,46.772,GC-9,36.00 ,4900,
A20264917,41.751,GC-9,36.00 ,4900,
A20264918,73.560,GC-9,36.00 ,4900,
A20264919,28.360,GC-9,36.00 ,4900,
A20264920,28.400,GC-9,36.00 ,4900,
A20264921,22.222,GC-9,36.00 ,4900,
A20264922,28.450,GC-9,36.00 ,4900,
A20264923,26.439,GC-9,36.00 ,4900,
A20264924,46.450,GC-9,36.00 ,4900,
A20264925,28.230,GC-9,36.00 ,4900,
A20264926,53.067,GC-9,36.00 ,4900,
A20264927,41.642,GC-9,36.00 ,4900,
A20264928,77.023,GC-9,36.00 ,6400,
A20264929,13.364,GC-9,36.00 ,6401,
A20264930,33.546,GC-9,36.00 ,6401,
A20264931,25.710,GC-9,36.00 ,4900,
A20264932,98.368,GC-9,36.00 ,4700,
A20264933,75.518,GC-9,36.00 ,7000,
A20264934,35.020,GC-10,46.00 ,4900,
A20264935,66.280,GC-10,46.00 ,4900,
A20264936,109.660,GC-10,46.00 ,4900,
A20264937,28.780,GC-10,46.00 ,6400,
A20264938,41.240,GC-10,46.00 ,5300,
A20264939,47.968,GC-10,46.00 ,9540,
A20264940,22.642,GC-10,46.00 ,9540,
A20264941,54.244,GC-10,46.00 ,9540,
A20264942,55.430,GC-10,46.00 ,9540,
A20264943,43.024,GC-10,46.00 ,6250,
A20264944,43.024,GC-10,46.00 ,10500,
A20264945,22.268,GC-10,46.00 ,4900,
A20264946,83.608,GC-10,46.00 ,4930,
A20264947,37.344,GC-10,46.00 ,4930,
A20264948,20.976,GC-10,46.00 ,5530,
A20264949,28.494,GC-10,46.00 ,5530,
A20264950,102.130,GC-10,46.00 ,5530,
A20264951,41.780,GC-10,46.00 ,5530,
A20264952,34.290,GC-10,46.00 ,5600,
A20264953,19.036,GC-10,46.00 ,4900,
A20264954,97.924,GC-10,46.00 ,4700,
A20264955,19.249,GC-10,46.00 ,6300,
A20264956,94.956,GC-10,46.00 ,6300,
A20264957,33.646,GC-10,46.00 ,10860,
A20264958,57.316,GC-10,46.00 ,11540,
A20264959,48.552,GC-10,46.00 ,9520,
A20264960,79.354,GC-10,46.00 ,7400,
A20264961,33.118,GC-10,46.00 ,5300,
A20264962,53.491,GC-10,46.00 ,5300,
A20264963,96.986,GC-10,46.00 ,5300,
A20264964,42.720,GC-10,46.00 ,5300,
A20264965,47.080,GC-10,46.00 ,7400,
