订单号,订单重量,钢种,规格,定尺长度
B20278047,58.865,GC-10,46,4900
B20278048,43.269,GC-10,46,4900
B20278049,21.825,GC-10,46,4900
B20278050,27.324,GC-10,46,4900
B20278051,12.97,GC-10,46,4900
B20278052,33.422,GC-10,46,5300
B20278053,46.776,GC-10,46,4700
B20278054,112.899,GC-10,46,4900
B20278055,51.117,GC-10,46,5300
B20278056,24.075,GC-10,46,6400
B20278057,40.028,GC-10,46,9520
B20278058,16.85,GC-10,46,7400
B20278059,143.503,GC-10,46,5800
B20278060,23.133,GC-10,46,6400
B20278061,142.418,GC-10,46,5800
B20278062,110.539,GC-10,46,4900
B20278063,55.818,GC-10,46,11540
B20278064,40.972,GC-10,46,4400
B20278065,92.348,GC-10,46,4850
B20278066,98.747,GC-10,46,6300
B20278067,78.967,GC-10,46,6400
B20278068,43.372,GC-10,46,4900
B20278069,33.784,GC-10,46,5300
B20278070,55.596,GC-10,46,9540
B20278071,97.537,GC-10,46,4815
B20278072,44.284,GC-10,46,4900
B20278073,48.745,GC-10,46,4900
B20278074,21.632,GC-10,46,6400
B20278075,70.133,GC-10,46,6400
B20278076,56.487,GC-10,46,9540
B20278077,70.372,GC-10,46,10500
B20278078,91.492,GC-10,46,6400
B20278079,23.025,GC-10,46,6600
B20278080,75.148,GC-10,46,7000
B20278081,16.912,GC-10,46,7400
B20278082,88.716,GC-10,46,4850
B20278083,20.396,GC-10,46,5530
B20278084,116.981,GC-10,46,8650
B20278085,42.807,GC-10,46,4400
B20278086,51.841,GC-10,46,5300
B20278087,69.175,GC-10,46,4400
B20278088,41.562,GC-10,46,4400
B20278089,29.106,GC-10,46,4900
B20278090,22.049,GC-10,46,4400
B20278091,66.665,GC-10,46,6400
B20278092,71.033,GC-10,46,4815
B20278093,95.21,GC-10,46,4700
B20278094,57.518,GC-10,46,4900
B20278095,115.831,GC-10,46,9540
B20278096,46.462,GC-10,46,7400
B20278097,23.489,GC-10,46,6400
B20278098,62.068,GC-10,46,4940
B20278099,32.955,GC-6,37,4900
B20278100,21.361,GC-6,37,4750
B20278101,60.956,GC-6,37,7900
B20278102,52.603,GC-6,37,6400
B20278103,22.317,GC-6,37,6400
B20278104,27.03,GC-6,37,6070
B20278105,131.212,GC-6,37,4550
B20278106,28.956,GC-6,37,4900
B20278107,61.867,GC-6,37,6100
B20278108,21.066,GC-6,37,6400
B20278109,22.768,GC-6,37,4901
B20278110,20.99,GC-6,37,5550
B20278111,53.962,GC-6,37,6400
B20278112,27.351,GC-6,37,6400
B20278113,57.631,GC-6,37,6100
B20278114,22.63,GC-6,37,6400
B20278115,40.275,GC-6,37,5900
B20278116,62.419,GC-6,37,6550
B20278117,96.184,GC-6,37,6400
B20278118,125.295,GC-6,37,5270
B20278119,41.954,GC-6,37,4900
B20278120,87.586,GC-6,37,4900
B20278121,38.229,GC-6,37,4750
B20278122,21.387,GC-6,37,4900
B20278123,111.052,GC-6,37,4750
B20278124,34.442,GC-6,37,6650
B20278125,13.27,GC-6,37,7900
B20278126,67.721,GC-6,37,6200
B20278127,40.233,GC-6,37,6550
B20278128,29.918,GC-6,37,7900
B20278129,20.95,GC-6,37,4900
B20278130,65.453,GC-6,37,6550
B20278131,95.334,GC-6,37,6400
B20278132,139.041,GC-6,37,4900
B20278133,75.469,GC-6,37,5270
B20278134,58.197,GC-6,37,4900
B20278135,26.153,GC-6,37,4900
B20278136,37.974,GC-6,37,6700
B20278137,65.972,GC-6,37,4900
B20278138,21.734,GC-6,37,4900
B20278139,21.992,GC-6,37,4900
B20278140,28.062,GC-6,37,7900
B20278141,70.63,GC-6,37,4901
B20278142,41.319,GC-6,37,6650
B20278143,40.17,GC-6,37,4900
B20278144,66.412,GC-6,37,6550
B20278145,21.406,GC-6,37,4901
B20278146,34.459,GC-6,37,6650
B20278147,15.525,GC-6,37,6400
B20278148,33.646,GC-6,37,6250
B20278149,26.646,GC-6,37,7900
B20278150,71.158,GC-6,37,4900
B20278151,21.826,GC-6,37,4900
B20278152,51.298,GC-6,37,6400
B20278153,67.224,GC-6,37,6100
B20278154,21.138,GC-6,37,4901
B20278155,39.993,GC-6,37,6700
B20278156,34.545,GC-6,37,4900
B20278157,35.03,GC-6,37,4900
B20278158,15.562,GC-6,37,4600
B20278159,106.179,GC-6,37,4900
B20278160,55.038,GC-6,37,6400
B20278161,38.473,GC-6,37,4900
B20278162,67.808,GC-6,37,6200
B20278163,28.542,GC-6,37,4900
B20278164,50.371,GC-6,37,6070
B20278165,58.069,GC-6,37,7900
B20278166,34.963,GC-6,37,4900
B20278167,33.227,GC-6,37,4900
B20278168,92.659,GC-6,37,6400
B20278169,51.763,GC-6,37,4900
B20278170,69.251,GC-6,37,4900
B20278171,87.678,GC-6,37,4450
B20278172,38.521,GC-6,37,6250
B20278173,62.907,GC-6,37,4900
B20278174,57.222,GC-6,37,6100
B20278175,63.647,GC-6,37,6000
B20278176,102.93,GC-6,37,6400
B20278177,130.19,GC-6,37,6400
B20278178,107.302,GC-6,37,6360
B20278179,27.969,GC-6,37,4901
B20278180,25.159,GC-6,37,6100
B20278181,21.301,GC-6,37,6140
B20278182,17.132,GC-6,37,4600
B20278183,60.022,GC-6,37,5400
B20278184,88.474,GC-6,37,4900
B20278185,93.488,GC-6,37,4900
B20278186,33.798,GC-6,37,4900
B20278187,24.721,GC-6,37,4900
B20278188,37.82,GC-6,37,6100
B20278189,71.509,GC-6,37,6200
B20278190,52.001,GC-6,37,6550
B20278191,21.266,GC-6,37,4900
B20278192,127.513,GC-6,37,4901
B20278193,27.415,GC-6,37,6400
B20278194,89.887,GC-6,37,4450
B20278195,42.844,GC-6,37,5900
B20278196,46.08,GC-6,37,6400
B20278197,34.74,GC-6,37,4900
B20278198,52.837,GC-6,37,7900
B20278199,104.611,GC-6,37,6400
B20278200,63.851,GC-6,37,4900
B20278201,57.808,GC-6,37,5400
B20278202,39.901,GC-6,37,4900
B20278203,41.592,GC-6,37,4900
B20278204,121.203,GC-6,37,4901
B20278205,22.171,GC-6,37,6400
B20278206,66.627,GC-6,37,4900
B20278207,64.22,GC-6,37,6000
B20278208,22.366,GC-6,37,4900
B20278209,34.768,GC-6,37,6100
B20278210,91.897,GC-6,37,6400
B20278211,40.937,GC-6,37,4900
B20278212,70.587,GC-6,37,4901
B20278213,22.276,GC-6,37,4900
B20278214,46.555,GC-6,37,6400
B20278215,34.817,GC-6,37,4900
B20278216,22.556,GC-6,37,6400
B20278217,27.854,GC-6,37,6400
B20278218,16.128,GC-6,37,4900
B20278219,22.189,GC-6,37,4900
B20278220,41.884,GC-6,37,4900
B20278221,16.938,GC-6,37,5550
B20278222,43.125,GC-6,37,4900
B20278223,100.303,GC-6,37,6150
B20278224,87.94,GC-6,37,6000
B20278225,32.762,GC-6,37,4900
B20278226,35.637,GC-6,37,4900
B20278227,110.139,GC-6,37,6360
B20278228,38.757,GC-6,37,6650
B20278229,57.143,GC-6,37,6400
B20278230,24.936,GC-6,37,6900
B20278231,21.942,GC-6,37,4900
B20278232,21.713,GC-6,37,4900
B20278233,54.806,GC-6,37,6550
B20278234,129.059,GC-6,37,6250
B20278235,52.738,GC-6,37,4900
B20278236,24.814,GC-6,37,4900
B20278237,73.463,GC-6,37,4150
B20278238,40.377,GC-6,37,6900
B20278239,33.848,GC-6,37,6650
B20278240,34.537,GC-6,37,4900
B20278241,21.449,GC-6,37,6400
B20278242,55.838,GC-6,37,7900
B20278243,14.003,GC-6,37,7900
B20278244,70.494,GC-6,37,6100
B20278245,38.14,GC-6,37,6100
B20278246,52.8,GC-6,37,6400
B20278247,71.499,GC-6,37,4900
B20278248,69.395,GC-6,37,6200
B20278249,57.57,GC-6,37,6100
B20278250,55.581,GC-6,37,6400
B20278251,54.509,GC-6,37,4900
B20278252,104.315,GC-6,37,6400
B20278253,25.373,GC-6,37,4900
B20278254,15.79,GC-6,37,6400
B20278255,22.284,GC-6,37,6400
B20278256,36.057,GC-6,37,6250
B20278257,69.356,GC-6,37,4900
B20278258,67.682,GC-6,37,4900
B20278259,21.146,GC-6,37,4900
B20278260,41.837,GC-6,37,5900
B20278261,71.914,GC-6,37,4550
B20278262,79.087,GC-6,37,4900
B20278263,16.422,GC-6,37,4600
B20278264,71.155,GC-6,37,4900
B20278265,22.09,GC-6,37,6400
B20278266,73.64,GC-6,37,4900
B20278267,101.308,GC-6,37,4900
B20278268,39.849,GC-6,37,5550
B20278269,15.476,GC-6,37,6400
B20278270,26.968,GC-6,37,7900
B20278271,25.808,GC-6,37,6100
B20278272,45.38,GC-6,37,4900
B20278273,21.818,GC-6,37,6400
B20278274,56.62,GC-6,37,6100
B20278275,78.273,GC-6,37,4900
B20278276,65.174,GC-6,37,6550
B20278277,61.604,GC-6,37,4900
B20278278,61.304,GC-6,37,7900
B20278279,104.834,GC-6,37,6400
B20278280,30.484,GC-6,37,4900
B20278281,22.511,GC-6,37,6400
B20278282,21.455,GC-6,37,6400
B20278283,111.09,GC-5,42,7400
B20278284,22.325,GC-5,42,6400
B20278285,42.825,GC-5,42,8970
B20278286,34.085,GC-5,42,6400
B20278287,27.652,GC-5,42,4900
B20278288,40.989,GC-5,42,8970
B20278289,121.685,GC-5,42,5300
B20278290,101.133,GC-5,42,4900
B20278291,48.104,GC-5,42,4901
B20278292,21.829,GC-5,42,6400
B20278293,66.853,GC-5,42,4900
B20278294,83.36,GC-5,42,8970
B20278295,137.427,GC-5,42,8100
B20278296,35.91,GC-5,42,4900
B20278297,85.789,GC-5,42,8970
B20278298,48.254,GC-5,42,10900
B20278299,41.772,GC-5,42,5200
B20278300,62.591,GC-5,42,4900
B20278301,22.683,GC-5,42,9340
B20278302,50.652,GC-5,42,6700
B20278303,45.289,GC-5,42,9340
B20278304,130.534,GC-5,42,10060
B20278305,34.428,GC-5,42,8100
B20278306,42.853,GC-5,42,4900
B20278307,26.087,GC-5,42,11000
B20278308,126.312,GC-5,42,4900
B20278309,76.556,GC-5,42,4900
B20278310,25.675,GC-5,42,4900
B20278311,66.085,GC-5,42,4900
B20278312,22.766,GC-5,42,5300
B20278313,44.271,GC-5,42,4900
B20278314,36.348,GC-5,42,4900
B20278315,149.997,GC-5,42,4900
B20278316,17.567,GC-5,42,6400
B20278317,137.852,GC-5,42,5300
B20278318,73.97,GC-5,42,10060
B20278319,104.062,GC-5,42,9340
B20278320,80.876,GC-5,42,5300
B20278321,39.761,GC-5,42,6400
B20278322,96.321,GC-5,42,4900
B20278323,37.644,GC-5,42,4900
B20278324,121.387,GC-5,42,8970
B20278325,42.827,GC-5,42,4900
B20278326,119.586,GC-5,42,5900
B20278327,53.897,GC-5,42,4900
B20278328,137.805,GC-5,42,10900
B20278329,23.197,GC-5,42,6400
B20278330,50.486,GC-5,42,4900
B20278331,17.286,GC-5,42,6400
B20278332,94.031,GC-5,42,4900
B20278333,132.01,GC-5,42,4900
B20278334,12.72,GC-5,42,4900
B20278335,120.003,GC-5,42,6600
B20278336,39.896,GC-5,42,4600
B20278337,18.025,GC-5,42,4900
B20278338,39.515,GC-5,42,4600
B20278339,34.615,GC-5,42,8100
B20278340,109.929,GC-5,42,4900
B20278341,18.27,GC-5,42,6400
B20278342,142.224,GC-5,42,4900
B20278343,100.376,GC-5,42,4900
B20278344,49.497,GC-5,42,4900
B20278345,44.334,GC-5,42,10900
B20278346,122.457,GC-5,42,3800
B20278347,100.82,GC-5,42,4900
B20278348,67.606,GC-5,42,4900
B20278349,54.04,GC-5,42,6700
B20278350,65.253,GC-5,42,6300
B20278351,45.032,GC-5,42,10900
B20278352,22.443,GC-5,42,10060
B20278353,142.545,GC-5,42,4900
B20278354,93.105,GC-5,42,4900
B20278355,49.331,GC-5,42,6400
B20278356,33.004,GC-5,42,4900
B20278357,22.949,GC-5,42,10000
B20278358,40.878,GC-5,42,4900
B20278359,22.432,GC-5,42,6300
B20278360,22.717,GC-5,42,10000
B20278361,13.662,GC-5,42,4900
B20278362,144.965,GC-5,42,6000
B20278363,124.62,GC-5,42,6600
B20278364,35.598,GC-5,42,10000
B20278365,27.426,GC-5,42,9340
B20278366,45.786,GC-5,42,6300
B20278367,38.872,GC-5,42,5200
B20278368,22.897,GC-5,42,5300
B20278369,34.934,GC-5,42,8780
B20278370,34.075,GC-5,42,6400
B20278371,40.896,GC-5,42,7400
B20278372,29.056,GC-5,42,7400
B20278373,47.424,GC-5,42,4901
B20278374,78.681,GC-5,42,10060
B20278375,78.391,GC-5,42,5300
B20278376,22.069,GC-5,42,5300
B20278377,34.318,GC-5,42,4900
B20278378,93.17,GC-5,42,11000
B20278379,41.246,GC-5,42,8970
B20278380,37.265,GC-5,42,4600
B20278381,53.917,GC-5,42,6700
B20278382,23.982,GC-5,42,11000
B20278383,35.379,GC-5,42,6400
B20278384,109.669,GC-5,42,4901
B20278385,129.066,GC-5,42,8780
B20278386,35.1,GC-5,42,6000
B20278387,47.901,GC-5,42,10900
B20278388,21.998,GC-5,42,11000
B20278389,67.053,GC-5,42,4900
B20278390,16.168,GC-5,42,3800
B20278391,144.167,GC-5,42,5300
B20278392,34.683,GC-5,42,5300
B20278393,126.401,GC-5,42,6600
B20278394,29.522,GC-5,42,7400
B20278395,62.192,GC-5,42,4900
B20278396,72.629,GC-5,42,5900
B20278397,22.55,GC-5,42,9340
B20278398,119.349,GC-5,42,8970
B20278399,43.377,GC-5,42,7400
B20278400,74.454,GC-5,42,10060
B20278401,28.01,GC-5,42,9340
B20278402,22.651,GC-5,42,4901
B20278403,24.993,GC-5,42,11000
B20278404,36.381,GC-5,42,6400
B20278405,73.332,GC-5,42,4900
B20278406,76.955,GC-5,42,5200
B20278407,84.757,GC-5,42,5300
B20278408,80.756,GC-5,42,8970
B20278409,23.195,GC-5,42,6400
B20278410,32.769,GC-5,42,4900
B20278411,145.9,GC-5,42,4900
B20278412,97.919,GC-5,42,4900
B20278413,107.722,GC-5,42,9340
B20278414,28.735,GC-5,42,6400
B20278415,42.587,GC-5,42,5700
B20278416,38.491,GC-5,42,4900
B20278417,21.293,GC-5,42,4900
B20278418,34.234,GC-5,42,4900
B20278419,46.847,GC-5,42,6400
B20278420,126.616,GC-5,42,3800
B20278421,41.982,GC-5,42,5200
B20278422,40.153,GC-5,42,5700
B20278423,17.982,GC-5,42,4900
B20278424,84.691,GC-5,42,10060
B20278425,132.505,GC-5,42,3800
B20278426,110.763,GC-5,42,9340
B20278427,29.299,GC-5,42,4900
B20278428,22.121,GC-5,42,6300
B20278429,35.301,GC-5,42,4900
B20278430,40.748,GC-5,42,5200
B20278431,20.932,GC-5,42,10000
B20278432,86.781,GC-5,42,8970
B20278433,142.098,GC-5,42,10900
B20278434,73.699,GC-5,42,6700
B20278435,21.073,GC-5,42,10000
B20278436,33.681,GC-5,42,10000
B20278437,35.467,GC-5,42,8780
B20278438,28.349,GC-5,42,6400
B20278439,131.533,GC-5,42,3800
B20278440,21.826,GC-5,42,5900
B20278441,22.664,GC-5,42,9340
B20278442,46.39,GC-5,42,6600
B20278443,49.803,GC-5,42,4900
B20278444,33.135,GC-5,42,4900
B20278445,138.965,GC-5,42,5300
B20278446,60.059,GC-5,42,4900
B20278447,36.347,GC-5,42,4900
B20278448,27.037,GC-5,42,9340
B20278449,32.991,GC-5,42,4900
B20278450,26.388,GC-5,42,4900
B20278451,92.241,GC-5,42,4900
B20278452,44.287,GC-5,42,6400
B20278453,15.963,GC-5,42,3800
B20278454,142.366,GC-5,42,5300
B20278455,16.936,GC-5,42,6400
B20278456,12.83,GC-5,42,4900
B20278457,100.69,GC-5,42,4900
B20278458,108.331,GC-5,42,4901
B20278459,77.854,GC-8,52,8280
B20278460,82.792,GC-8,52,8280
B20278461,22.122,GC-8,52,4900
B20278462,55.499,GC-8,52,4900
B20278463,33.312,GC-8,52,5900
B20278464,88.054,GC-8,52,4500
B20278465,24.575,GC-8,52,5900
B20278466,79.841,GC-8,52,8280
B20278467,120.084,GC-8,52,4900
B20278468,29.422,GC-8,52,7000
B20278469,41.266,GC-8,52,7900
B20278470,30.31,GC-8,52,5900
B20278471,21.323,GC-8,52,4900
B20278472,42.515,GC-8,52,7900
B20278473,21.377,GC-8,52,6400
B20278474,31.413,GC-8,52,6900
B20278475,24.225,GC-8,52,6900
B20278476,54.922,GC-8,52,7000
B20278477,58.584,GC-8,52,6900
B20278478,45.773,GC-8,52,6840
B20278479,51.586,GC-8,52,7000
B20278480,21.149,GC-8,52,6900
B20278481,65.669,GC-8,52,4900
B20278482,42.216,GC-8,52,5900
B20278483,34.33,GC-8,52,5900
B20278484,76.306,GC-8,52,5900
B20278485,79.477,GC-8,52,4900
B20278486,29.823,GC-8,52,5900
B20278487,23.854,GC-8,52,5900
B20278488,22.91,GC-8,52,4900
B20278489,22.09,GC-8,52,6900
B20278490,42.032,GC-8,52,7900
B20278491,26.343,GC-8,52,4900
B20278492,111.943,GC-8,52,5900
B20278493,22.926,GC-8,52,4900
B20278494,49.53,GC-8,52,5360
B20278495,35.072,GC-8,52,7000
B20278496,41.407,GC-8,52,4500
B20278497,60.721,GC-8,52,6900
B20278498,16.078,GC-8,52,5400
B20278499,25.735,GC-8,52,4900
B20278500,23.755,GC-8,52,4900
B20278501,57.882,GC-8,52,6900
B20278502,86.481,GC-8,52,7900
B20278503,27.917,GC-8,52,7000
B20278504,36.15,GC-8,52,4500
B20278505,48.107,GC-8,52,8280
B20278506,54.359,GC-8,52,5900
B20278507,45.922,GC-8,52,6840
B20278508,82.338,GC-8,52,4900
B20278509,51.323,GC-8,52,7000
B20278510,21.362,GC-8,52,8280
B20278511,28.278,GC-8,52,5400
B20278512,54.767,GC-8,52,4900
B20278513,22.244,GC-8,52,4901
B20278514,43.03,GC-8,52,7000
B20278515,19.933,GC-8,52,7000
B20278516,23.175,GC-8,52,4900
B20278517,39.489,GC-8,52,7900
B20278518,29.051,GC-8,52,6900
B20278519,132.171,GC-8,52,4900
B20278520,28.465,GC-8,52,5900
B20278521,26.075,GC-8,52,5900
B20278522,21.352,GC-8,52,5900
B20278523,43.76,GC-8,52,6840
B20278524,37.66,GC-8,52,4700
B20278525,40.68,GC-8,52,7000
B20278526,55.085,GC-8,52,4900
B20278527,28.709,GC-8,52,6400
B20278528,24.395,GC-8,52,6900
B20278529,42.772,GC-8,52,8900
B20278530,57.979,GC-8,52,4900
B20278531,27.648,GC-8,52,5900
B20278532,28.443,GC-8,52,5900
B20278533,15.84,GC-8,52,5900
B20278534,25.026,GC-8,52,5900
B20278535,47.464,GC-8,52,8280
B20278536,24.722,GC-8,52,4500
B20278537,82.534,GC-8,52,5900
B20278538,34.044,GC-8,52,4900
B20278539,29.283,GC-8,52,5900
B20278540,24.46,GC-8,52,5900
B20278541,112.123,GC-8,52,5900
B20278542,15.922,GC-8,52,5400
B20278543,55.211,GC-8,52,5150
B20278544,31.32,GC-8,52,5900
B20278545,15.809,GC-8,52,4700
B20278546,132.203,GC-8,52,4900
B20278547,44.6,GC-8,52,4900
B20278548,36.003,GC-8,52,5900
B20278549,16.827,GC-8,52,5900
B20278550,60.113,GC-8,52,6900
B20278551,53.334,GC-8,52,4900
B20278552,22.238,GC-8,52,4900
B20278553,29.768,GC-8,52,4900
B20278554,34.682,GC-8,52,5900
B20278555,21.658,GC-8,52,4900
B20278556,30.033,GC-8,52,5900
B20278557,29.077,GC-8,52,5400
B20278558,39.726,GC-8,52,5360
B20278559,65.763,GC-8,52,4500
B20278560,71.859,GC-8,52,7960
B20278561,24.742,GC-8,52,4900
B20278562,40.148,GC-8,52,4500
B20278563,28.128,GC-8,52,4900
B20278564,26.349,GC-8,52,5900
B20278565,86.801,GC-8,52,4500
B20278566,35.807,GC-8,52,4500
B20278567,74.815,GC-8,52,5900
B20278568,23.974,GC-8,52,5900
B20278569,22.105,GC-8,52,4900
B20278570,16.299,GC-8,52,5900
B20278571,72.64,GC-8,52,4900
B20278572,116.862,GC-8,52,4900
B20278573,68.9,GC-8,52,7960
B20278574,32.837,GC-8,52,5900
B20278575,47.76,GC-8,52,5150
B20278576,28.053,GC-8,52,5900
B20278577,25.135,GC-8,52,5900
B20278578,27.036,GC-8,52,5900
B20278579,143.911,GC-8,52,4900
B20278580,36.794,GC-8,52,4900
B20278581,121.893,GC-8,52,4900
B20278582,29.686,GC-8,52,4900
B20278583,35.56,GC-8,52,7000
B20278584,21.987,GC-8,52,5900
B20278585,55.823,GC-8,52,5150
B20278586,26.374,GC-8,52,5900
B20278587,21.125,GC-8,52,4900
B20278588,20.15,GC-8,52,7000
B20278589,79.279,GC-8,52,8280
B20278590,23.786,GC-8,52,7000
B20278591,54.974,GC-8,52,4900
B20278592,21.544,GC-8,52,6900
B20278593,52.087,GC-8,52,7000
B20278594,16.215,GC-8,52,4700
B20278595,48.628,GC-8,52,4900
B20278596,22.206,GC-8,52,6900
B20278597,22.373,GC-8,52,4900
B20278598,83.904,GC-8,52,5900
B20278599,49.911,GC-8,52,7000
B20278600,75.116,GC-8,52,5900
B20278601,30.113,GC-8,52,5900
B20278602,137.055,GC-8,52,4900
B20278603,29.68,GC-8,52,5900
B20278604,23.284,GC-8,52,4900
B20278605,23.318,GC-8,52,6900
B20278606,43.139,GC-8,52,4500
B20278607,121.15,GC-8,52,4900
B20278608,92.518,GC-8,52,11050
B20278609,24.091,GC-8,52,5900
B20278610,22.4,GC-8,52,4901
B20278611,73.765,GC-8,52,8900
B20278612,65.845,GC-8,52,8230
B20278613,39.377,GC-8,52,5900
B20278614,29.304,GC-8,52,5900
B20278615,55.787,GC-8,52,5150
B20278616,22.458,GC-8,52,4900
B20278617,89.942,GC-8,52,11050
B20278618,41.567,GC-8,52,7900
B20278619,56.224,GC-8,52,6900
B20278620,42.371,GC-8,52,6400
B20278621,21.642,GC-8,52,4900
B20278622,34.797,GC-8,52,5900
B20278623,22.173,GC-8,52,4900
B20278624,76.694,GC-8,52,5900
B20278625,23.978,GC-8,52,6900
B20278626,35.589,GC-8,52,5900
B20278627,46.048,GC-8,52,8400
B20278628,56.187,GC-8,52,7900
B20278629,24.022,GC-8,52,7000
B20278630,62.357,GC-8,52,6400
B20278631,60.965,GC-3,56,6100
B20278632,33.775,GC-3,56,7750
B20278633,45.843,GC-3,56,5900
B20278634,21.279,GC-3,56,4900
B20278635,33.305,GC-3,56,7750
B20278636,30.872,GC-3,56,7000
B20278637,15.862,GC-3,56,7000
B20278638,42.487,GC-3,56,7000
B20278639,49.28,GC-3,56,6100
B20278640,31.694,GC-3,56,5900
B20278641,24.98,GC-3,56,7000
B20278642,42.556,GC-3,56,7750
B20278643,46.094,GC-3,56,4400
B20278644,15.779,GC-3,56,7000
B20278645,98.639,GC-3,56,5600
B20278646,17.211,GC-3,56,7000
B20278647,39.668,GC-3,56,7750
B20278648,20.263,GC-3,56,8050
B20278649,32.371,GC-3,56,6100
B20278650,16.504,GC-3,56,5600
B20278651,12.516,GC-3,56,4900
B20278652,5.869,GC-3,56,4900
B20278653,48.486,GC-3,56,6100
B20278654,14.657,GC-3,56,4900
B20278655,22.104,GC-3,56,4900
B20278656,11.145,GC-3,56,4900
B20278657,42.603,GC-3,56,6100
B20278658,30.237,GC-3,56,5060
B20278659,35.971,GC-3,56,4900
B20278660,36.38,GC-3,56,4900
B20278661,46.113,GC-3,56,6100
B20278662,35.516,GC-3,56,5060
B20278663,46.342,GC-3,56,6100
B20278664,37.505,GC-3,56,4900
B20278665,19.235,GC-3,56,4900
B20278666,63.658,GC-3,56,5900
B20278667,32.832,GC-3,56,6100
B20278668,29.216,GC-3,56,4900
B20278669,77.616,GC-3,56,5600
B20278670,57.123,GC-3,56,7750
B20278671,34.637,GC-3,56,11400
B20278672,30.048,GC-3,56,6100
B20278673,14.946,GC-3,56,4900
B20278674,20.006,GC-3,56,7750
B20278675,41.08,GC-3,56,6100
B20278676,55.922,GC-3,56,4900
B20278677,35.743,GC-3,56,11400
B20278678,19.615,GC-3,56,7750
B20278679,77.659,GC-3,56,5600
B20278680,25.112,GC-3,56,5900
B20278681,19.643,GC-3,56,8050
B20278682,56.521,GC-3,56,7750
B20278683,39.318,GC-3,56,7000
B20278684,60.504,GC-3,56,6100
B20278685,29.156,GC-3,56,5900
B20278686,33.287,GC-3,56,4900
B20278687,30.808,GC-3,56,7000
B20278688,14.343,GC-3,56,5900
B20278689,14.291,GC-3,56,4900
B20278690,27.539,GC-3,56,7240
B20278691,39.583,GC-3,56,5900
B20278692,74.51,GC-3,56,4900
B20278693,67.045,GC-3,56,5900
B20278694,14.053,GC-3,56,6100
B20278695,19.315,GC-3,56,7750
B20278696,64.986,GC-3,56,4900
B20278697,27.379,GC-3,56,7240
B20278698,56.756,GC-3,56,6100
B20278699,56.873,GC-3,56,6100
B20278700,97.894,GC-3,56,7000
B20278701,41.708,GC-3,56,6100
B20278702,13.724,GC-3,56,5900
B20278703,49.444,GC-3,56,6100
B20278704,37.624,GC-3,56,4900
B20278705,19.125,GC-3,56,7750
B20278706,17.522,GC-3,56,7000
B20278707,99.475,GC-3,56,7000
B20278708,36.809,GC-3,56,4900
B20278709,28.375,GC-3,56,7240
B20278710,45.062,GC-3,56,5900
B20278711,54.182,GC-3,56,6100
B20278712,29.389,GC-3,56,6100
B20278713,97.736,GC-3,56,7000
B20278714,79.574,GC-3,56,4900
B20278715,99.665,GC-3,56,7750
B20278716,58.075,GC-3,56,6100
B20278717,19.472,GC-3,56,4900
B20278718,13.687,GC-3,56,7000
B20278719,13.846,GC-3,56,7000
B20278720,15.947,GC-3,56,7000
B20278721,10.884,GC-3,56,4900
B20278722,78.601,GC-3,56,4900
B20278723,21.081,GC-3,56,4900
B20278724,19.845,GC-3,56,8050
B20278725,22.996,GC-3,56,4900
B20278726,29.345,GC-3,56,4900
B20278727,36.894,GC-3,56,4900
B20278728,22.754,GC-3,56,4900
B20278729,36.588,GC-3,56,6100
B20278730,15.498,GC-3,56,4900
B20278731,26.362,GC-3,56,4900
B20278732,75.629,GC-3,56,4900
B20278733,11.827,GC-3,56,6400
B20278734,55.707,GC-3,56,7750
B20278735,20.188,GC-3,56,7750
B20278736,27.704,GC-3,56,7750
B20278737,6.279,GC-3,56,4900
B20278738,18.522,GC-3,56,7750
B20278739,67.638,GC-3,56,4900
B20278740,19.471,GC-3,56,7750
B20278741,33.448,GC-3,56,6100
B20278742,11.308,GC-3,56,4900
B20278743,21.287,GC-3,56,4900
B20278744,17.024,GC-3,56,7000
B20278745,14.187,GC-3,56,4900
B20278746,44.397,GC-3,56,6100
B20278747,13.55,GC-3,56,4900
B20278748,14.372,GC-3,56,7000
B20278749,48.406,GC-3,56,5900
B20278750,14.146,GC-3,56,6100
B20278751,30.06,GC-3,56,5900
B20278752,103.963,GC-3,56,5600
B20278753,20.656,GC-3,56,4900
B20278754,14.25,GC-3,56,6400
B20278755,55.045,GC-3,56,6100
B20278756,47.117,GC-3,56,5900
B20278757,55.786,GC-3,56,6100
B20278758,11.633,GC-3,56,4900
B20278759,20.842,GC-3,56,4900
B20278760,30.439,GC-3,56,5060
B20278761,21.683,GC-3,56,7240
B20278762,68.059,GC-3,56,4900
B20278763,31.313,GC-3,56,6100
B20278764,69.82,GC-3,56,4900
B20278765,58.763,GC-3,56,6100
B20278766,15.446,GC-3,56,7000
B20278767,19.547,GC-3,56,4900
B20278768,32.428,GC-3,56,5600
B20278769,7.209,GC-3,56,5900
B20278770,20.266,GC-3,56,7750
B20278771,20.764,GC-3,56,4900
B20278772,16.515,GC-3,56,7000
B20278773,66.591,GC-3,56,4900
B20278774,47.161,GC-3,56,6100
B20278775,19.527,GC-3,56,4900
B20278776,20.787,GC-3,56,4900
B20278777,95.952,GC-11,56,4901
B20278778,69.024,GC-11,56,4700
B20278779,90.286,GC-11,56,4901
B20278780,22.65,GC-11,56,6500
B20278781,38.596,GC-11,56,5840
